city,latitude,longitude,country,population
Dublin,53.3425,-6.2658,Ireland,1173179
Jacksonville,30.3322,-81.6749,United States,1181496
Medina,24.4667,39.6,Saudi Arabia,1180770
Srinagar,34.0911,74.8061,India,1180570
Omsk,54.9667,73.3833,Russia,1178391
Huazhou,21.654,110.6294,China,1178809
Cilacap,-7.7167,109.017,Indonesia,1174964
Xiantao,30.3833,113.4,China,1175085
Bandar Lampung,-5.4294,105.2625,Indonesia,1166761
Samara,53.1833,50.1167,Russia,1169719
Guankou,28.1417,113.625,China,1168056
Ulsan,35.55,129.3167,South Korea,1166033
Dingzhou,38.5158,114.9845,China,1165182
Campinas,-22.9009,-47.0573,Brazil,1164098
Lianyuan,27.6961,111.6659,China,1162928
Rongcheng,29.8239,112.9019,China,1162770
Kaiyuan,36.0656,113.8153,China,1160000
Nay Pyi Taw,19.8028,96.1583,Burma,1160242
Dakar,14.7319,-17.4572,Senegal,1146053
Zhuji,29.7169,120.2314,China,1157938
Zapopan,20.7167,-103.4,Mexico,1155790
Leiyang,26.4179,112.8457,China,1151554
Dadukou,26.5849,101.7149,China,1144000
Quetta,30.192,67.007,Pakistan,1140000
Amritsar,31.6167,74.85,India,1132383
Callao,-12.0611,-77.1333,Peru,1129854
Aligarh,27.88,78.08,India,1131160
Yingchuan,34.1511,113.4733,China,1131896
Tegucigalpa,14.0942,-87.2067,Honduras,1126534
Ciudad Nezahualcoyotl,19.41,-99.03,Mexico,1109363
Tripoli,32.8752,13.1875,Libya,1126000
Rostov,47.2333,39.7167,Russia,1125299
Nezahualcoyotl,19.4,-98.9889,Mexico,1110565
Bhiwandi,19.3,73.0667,India,1125898
Zhoushan,30.0162,122.0988,China,1121261
Tbilisi,41.7225,44.7925,Georgia,1118035
Ufa,54.7333,55.9667,Russia,1115560
Fes,34.0433,-5.0033,Morocco,1112072
Bien Hoa,10.9575,106.8426,Vietnam,1104000
Mexicali,32.6633,-115.4678,Mexico,1102342
Gwalior,26.215,78.1931,India,1101981
Ankang,32.6877,109.0235,China,1100000
Ikare,7.5304,5.76,Nigeria,1099931
Hegang,47.3139,130.2775,China,1100000
Salt Lake City,40.7777,-111.9306,United States,1098526
Bhilai,21.2167,81.4333,India,1097000
Yuyao,30.0372,121.1546,China,1095000
N'Djamena,12.11,15.05,Chad,1092066
Hanchuan,30.652,113.8274,China,1092700
Gongzhuling,43.5036,124.8088,China,1092692
Copenhagen,55.6786,12.5635,Denmark,1085000
Irbid,32.5556,35.85,Jordan,1088100
Haora,22.59,88.31,India,1077075
Cologne,50.9422,6.9578,Germany,1085664
Krasnoyarsk,56.0167,92.8667,Russia,1083865
Yicheng,31.3697,119.8239,China,1082929
Mizhou,36,119.4167,China,1081960
Nashville,36.1715,-86.7843,United States,1081903
Yerevan,40.1814,44.5144,Armenia,1075800
Ranchi,23.3556,85.3347,India,1073440
Nur-Sultan,51.1333,71.4333,Kazakhstan,1078362
Nouakchott,18.0783,-15.9744,Mauritania,1077169
Vereeniging,-26.6736,27.9319,South Africa,1074000
Richmond,37.5295,-77.4756,United States,1075798
Sao Luis,-2.53,-44.3028,Brazil,1073893
San Pedro Sula,15.5,-88.0333,Honduras,1073824
Taixing,32.1724,120.0142,China,1073921
Memphis,35.1046,-89.9773,United States,1066967
Goyang,37.6564,126.835,South Korea,1061929
Bezwada,16.5167,80.6167,India,1048240
Edmonton,53.5344,-113.4903,Canada,1062643
Xishan,27.6609,113.4946,China,1060000
Barquisimeto,10.0678,-69.3467,Venezuela,1059092
Sendai,38.2683,140.8694,Japan,1058070
Voronezh,51.6717,39.2106,Russia,1047549
Changwon,35.2281,128.6811,South Korea,1046054
Zhongwei,37.5139,105.1884,China,1046000
Shouguang,36.8833,118.7333,China,1039205
Bogor,-6.6,106.8,Indonesia,1030720
Raleigh,35.8325,-78.6435,United States,1038738
Cartagena,10.4236,-75.5253,Colombia,1036412
Chandigarh,30.7353,76.7911,India,1026459
Bishkek,42.8667,74.5667,Kyrgyzstan,1027200
Amsterdam,52.35,4.9166,Netherlands,1031000
Matola,-25.9667,32.4667,Mozambique,1032197
Ogbomoso,8.1333,4.25,Nigeria,1032000
Ashgabat,37.95,58.3833,Turkmenistan,1031992
E'zhou,30.3972,114.8842,China,1031000
Maceio,-9.6658,-35.735,Brazil,1029129
Niamey,13.5086,2.1111,Niger,1026848
Managua,12.15,-86.2667,Nicaragua,1028808
Patam,1.0678,104.0167,Indonesia,1029808
Tekirdag,40.9833,27.5167,Turkey,1029927
Linhai,28.8523,121.1409,China,1028813
Shubra al Khaymah,30.1286,31.2422,Egypt,1025569
Monrovia,6.3106,-10.8047,Liberia,1021762
Wafangdian,39.6271,121.9972,China,1024876
Zhongxiang,31.169,112.5853,China,1022514
Shymkent,42.3,69.6,Kazakhstan,1018974
New Orleans,30.0687,-89.9288,United States,1020886
Volgograd,48.7,44.4833,Russia,1015586
Port-au-Prince,18.5425,-72.3386,Haiti,987310
Mysore,12.3086,76.6531,India,1014227
Odesa,46.4775,30.7326,Ukraine,1010783
Kathmandu,27.7167,85.3667,Nepal,975453
Raipur,21.2379,81.6337,India,1010087
Nice,43.7034,7.2663,France,1006402
Arequipa,-16.3988,-71.5369,Peru,1008290
Port Harcourt,4.75,7,Nigeria,1005904
Rotterdam,51.92,4.48,Netherlands,1005000
Louisville,38.1663,-85.6485,United States,1005654
Zaoyang,32.1287,112.7581,China,1004741
Shuizhai,33.4433,114.8994,China,1003698
Kota,25.18,75.83,India,1001694
Abu Dhabi,24.4781,54.3686,United Arab Emirates,1000000
Stockholm,59.3294,18.0686,Sweden,972647
Ottawa,45.4247,-75.695,Canada,989567
Asmara,15.3333,38.9167,Eritrea,963000
Freetown,8.4833,-13.2331,Sierra Leone,951000
Jerusalem,31.7833,35.2167,Israel,919438
Panama City,9,-79.5,Panama,880691
Lome,6.1319,1.2228,Togo,837437
Libreville,0.3901,9.4544,Gabon,797003
Zagreb,45.8,15.95,Croatia,790017
Dushanbe,38.5731,68.7864,Tajikistan,780000
Lilongwe,-13.9833,33.7833,Malawi,781538
Cotonou,6.4,2.52,Benin,762000
Vientiane,17.9667,102.6,Laos,760000
Colombo,6.9167,79.8333,Sri Lanka,752993
Kigali,-1.9536,30.0606,Rwanda,745261
Pretoria,-25.7464,28.1881,South Africa,741651
Bangui,4.3732,18.5628,Central African Republic,734350
Winnipeg,49.8844,-97.1464,Canada,705244
Quebec City,46.8139,-71.2081,Canada,705103
Riga,56.9475,24.1069,Latvia,698529
Oslo,59.9111,10.7528,Norway,693494
Chisinau,47.0056,28.8575,Moldova,685900
Athens,37.9794,23.7161,Greece,664046
Bujumbura,-3.3825,29.3611,Burundi,658859
Helsinki,60.1756,24.9342,Finland,642045
Skopje,41.9833,21.4333,Macedonia,640000
Kuwait City,29.375,47.98,Kuwait,637411
Kingston,17.9714,-76.7931,Jamaica,580000
Vilnius,54.6833,25.2833,Lithuania,574147
San Salvador,13.6989,-89.1914,El Salvador,567698
Djibouti,11.595,43.1481,Djibouti,562000
Lisbon,38.7452,-9.1604,Portugal,506654
Kitchener,43.4186,-80.4728,Canada,470015
Tallinn,59.4372,24.745,Estonia,434562
Cape Town,-33.925,18.425,South Africa,433688
Bratislava,48.1447,17.1128,Slovakia,429564
Tirana,41.33,19.82,Albania,418495
Canberra,-35.2931,149.1269,Australia,426704
Wellington,-41.2889,174.7772,New Zealand,418500
Beirut,33.8869,35.5131,Lebanon,361366
Dodoma,-6.25,35.75,Tanzania,410956
Halifax,44.6475,-63.5906,Canada,403131
Bissau,11.8592,-15.5956,Guinea-Bissau,395954
Juba,4.85,31.6,South Sudan,372410
Port Moresby,-9.4789,147.1494,Papua New Guinea,364125
Yamoussoukro,6.8161,-5.2742,Côte D’Ivoire,355573
Victoria,48.4283,-123.3647,Canada,335696
Maseru,-29.31,27.48,Lesotho,330790
Nicosia,35.1725,33.365,Cyprus,330000
Windhoek,-22.57,17.0836,Namibia,322500
Porto-Novo,6.4833,2.6167,Benin,300000
Sucre,-19.0431,-65.2592,Bolivia,300000
San Jose,9.9333,-84.0833,Costa Rica,288054
Ljubljana,46.05,14.5167,Slovenia,284355
Sarajevo,43.8667,18.4167,Bosnia And Herzegovina,275524
Nassau,25.0667,-77.3333,The Bahamas,274400
Bloemfontein,-29.1,26.2167,South Africa,256185
Gaborone,-24.6569,25.9086,Botswana,231626
Paramaribo,5.8667,-55.1667,Suriname,223757
Dili,-8.5586,125.5736,Timor-Leste,222323
Pristina,42.6667,21.1667,Kosovo,204725
Georgetown,6.7833,-58.1667,Guyana,200500
Malabo,3.7521,8.7737,Equatorial Guinea,187302
Brussels,50.8467,4.3517,Belgium,185103
Male,4.175,73.5083,Maldives,133019
Podgorica,42.4397,19.2661,Montenegro,174515
Manama,26.2167,50.5831,Bahrain,157474
Port Louis,-20.1667,57.5,Mauritius,149194
New Delhi,28.7,77.2,India,142004
Bern,46.948,7.4474,Switzerland,133798
Reykjavik,64.1475,-21.935,Iceland,128793
Praia,14.9177,-23.5092,Cabo Verde,127832
Luxembourg,49.6106,6.1328,Luxembourg,122273
Sri Jayewardenepura Kotte,6.9,79.9164,Sri Lanka,115826
Bridgetown,13.0975,-59.6167,Barbados,110000
Moroni,-11.7036,43.2536,Comoros,111329
Thimphu,27.4833,89.6333,Bhutan,104000
Mbabane,-26.3167,31.1333,Swaziland,90138
Honiara,-9.4333,159.95,Solomon Islands,84520
Suva,-18.1333,178.4333,Fiji,88271
Castries,14.0167,-60.9833,Saint Lucia,70000
Sao Tome,0.3333,6.7333,Sao Tome And Principe,56166
Port-Vila,-17.75,168.3,Vanuatu,51437
Bandar Seri Begawan,4.9167,114.9167,Brunei,50000
Monaco,43.7396,7.4069,Monaco,36371
Gitega,-3.4264,29.9306,Burundi,41944
Port of Spain,10.6667,-61.5167,Trinidad And Tobago,37074
Apia,-13.8333,-171.8333,Samoa,37708
Vaduz,47.1415,9.5215,Liechtenstein,36281
Banjul,13.4531,-16.5775,Gambia,31356
Tarawa,1.3382,173.0176,Kiribati,28802
Victoria,-4.6236,55.4544,Seychelles,26450
Majuro,7.1167,171.3667,Marshall Islands,25400
Kingstown,13.1667,-61.2333,Saint Vincent And The Grenadines,25418
Nuku`alofa,-21.1347,-175.2083,Tonga,24571
Saint John's,17.1211,-61.8447,Antigua And Barbuda,21926
Andorra la Vella,42.5,1.5,Andorra,22151
Belmopan,17.25,-88.7675,Belize,17222
Roseau,15.3,-61.3833,Dominica,16582
Basseterre,17.2983,-62.7342,Saint Kitts And Nevis,13220
Pago Pago,-14.274,-170.7046,American Samoa,12576
Valletta,35.8978,14.5125,Malta,6444
Palikir,6.9178,158.185,Federated States Of Micronesia,6227
Funafuti,-8.5167,179.2167,Tuvalu,6025
Lobamba,-26.4167,31.1667,Swaziland,5800
Saint George's,12.0444,-61.7417,Grenada,4315
San Marino,43.932,12.4484,San Marino,4040
Al Quds,31.7764,35.2269,West Bank,
Capitol Hill,15.2137,145.7546,Northern Mariana Islands,2500
Hagta,13.4745,144.7504,Guam,1051
Ngerulmud,7.5006,134.6242,Palau,
Bareilly,28.364,79.415,India,1000000
Quang Ha,16.06,108.25,Vietnam,1000000
Kitaku,33.8704,130.82,Japan,997536
Jodhpur,26.2918,73.0168,India,995000
Xingcheng,24.1681,115.6669,China,993000
Dongtai,32.8534,120.3037,China,990306
Joinvile,-26.32,-48.8399,Brazil,988000
Yingcheng,24.1876,113.4042,China,986400
Dnipro,48.45,34.9833,Ukraine,983836
Glasgow,55.8609,-4.2514,United Kingdom,985290
Chiba,35.6,140.1,Japan,980203
Danyang,31.9948,119.575,China,980662
Natal,-6.9838,-60.2699,Brazil,980588
Naples,40.8333,14.25,Italy,972212
Zhaodong,46.0635,125.9773,China,980000
Xibeijie,39.737,98.5049,China,977600
Kirkuk,35.4667,44.4,Iraq,975000
Huilong,31.8131,121.6574,China,972525
Tongjin,37.2361,127.2011,South Korea,971327
Oklahoma City,35.4676,-97.5136,United States,972943
Toulouse,43.6045,1.444,France,968638
Denizli,37.7731,29.0878,Turkey,963464
Dispur,26.15,91.77,India,957352
Coimbatore,11,76.9667,India,959823
Luocheng,22.7645,111.5745,China,959006
Guwahati,26.1667,91.7667,India,957352
Shima,24.4475,117.8118,China,956400
Songnam,37.4386,127.1378,South Korea,948757
Solapur,17.6833,75.9167,India,951558
Tangier,35.7847,-5.8125,Morocco,947952
Anqiu,36.3619,119.1072,China,947723
Feicheng,36.186,116.772,China,946627
Taishan,22.2486,112.785,China,941095
Meishan,34.1736,112.839,China,936000
Kisangani,0.5153,25.1911,Congo (Kinshasa),935977
Khartoum North,15.6333,32.6333,Sudan,936349
Aguascalientes,21.876,-102.296,Mexico,934424
Marrakech,31.6295,-7.9811,Morocco,928850
Nada,19.5,109.5833,China,932356
Donetsk,48.0089,37.8042,Ukraine,929063
Taihecun,45.768,131.0063,China,930000
Wuchuan,21.4571,110.7659,China,927275
Trujillo,-8.1119,-79.0289,Peru,919899
Cebu City,10.3,123.9,Philippines,922611
Taihe,30.8706,105.3784,China,924531
Olinda,-8,-34.85,Brazil,921840
Bridgeport,41.1918,-73.1953,United States,924449
Trichinopoly,10.8269,78.6928,India,916857
Xin'an,34.3662,118.3369,China,920628
Padang,-0.9556,100.3606,Indonesia,914970
Qingzhou,36.6967,118.4797,China,914047
Buffalo,42.9016,-78.8487,United States,914341
Xinyi,22.3559,110.9369,China,913708
Lichuan,30.2965,108.9378,China,913700
Daye,30.1003,114.9699,China,909724
Fort Worth,32.7811,-97.3473,United States,909585
Zhuanghe,39.6896,122.9664,China,905852
Hartford,41.7661,-72.6834,United States,905152
Ad Dammam,26.4333,50.1,Saudi Arabia,903312
Bucheon,37.4989,126.7831,South Korea,867678
Lhasa,29.65,91.1,China,902500
Homs,34.7333,36.7167,Syria,900492
Jiaozhou,36.2481,119.9625,China,900500
Merida,20.97,-89.62,Mexico,892363
Dengtalu,36.08,114.35,China,887000
Zaria,11.0667,7.7,Nigeria,889000
Hubli,15.36,75.125,India,890000
Abeokuta,7.15,3.35,Nigeria,888924
Tucson,32.1545,-110.8782,United States,888486
Krasnodar,45.0333,38.9833,Russia,881476
Natal,-5.795,-35.2089,Brazil,877662
Novo Hamburgo,-29.7096,-51.14,Brazil,876990
Chihuahua,28.6353,-106.0889,Mexico,878062
Klang,3.0333,101.45,Malaysia,878000
Turin,45.0667,7.7,Italy,870952
Jos,9.9333,8.8833,Nigeria,873943
Laiyang,36.9758,120.7136,China,874127
Jalandhar,31.3256,75.5792,India,873725
Campo Grande,-20.4686,-54.6222,Brazil,874210
Sale,34.05,-6.8167,Morocco,850403
Barinas,8.6333,-70.2167,Venezuela,873962
Marseille,43.2964,5.37,France,870018
Kaifeng Chengguanzhen,34.85,114.35,China,872000
Eskisehir,39.7767,30.5206,Turkey,871187
Gaomi,36.3833,119.75,China,868715
Ipoh,4.6,101.07,Malaysia,866772
Hai'an,32.532,120.4604,China,866337
Liverpool,53.4,-2.9833,United Kingdom,864122
Zamboanga City,6.9167,122.0833,Philippines,861799
Oran,35.6969,-0.6331,Algeria,852000
Southampton,50.9,-1.4,United Kingdom,855569
Weichanglu,37.1792,119.9333,China,859424
Pekanbaru,0.5333,101.45,Indonesia,855221
Portsmouth,50.8058,-1.0872,United Kingdom,855679
Leping,28.9632,117.1203,China,852800
Erbil,36.1911,44.0094,Iraq,852500
Kermanshah,34.3167,47.0686,Iran,851405
Hailun,47.4585,126.9632,China,850000
Yangchun,22.1667,111.7833,China,849504
Macheng,31.1817,115.0189,China,849090
Ilorin,8.5,4.55,Nigeria,847582
Teresina,-5.0949,-42.8042,Brazil,847430
Omaha,41.2627,-96.0522,United States,847819
Yuci,37.6804,112.73,China,840000
Saratov,51.5333,46,Russia,845300
Iguacu,-22.74,-43.47,Brazil,844583
El Paso,31.8479,-106.4309,United States,843386
Denpasar,-8.6667,115.2167,Indonesia,834881
Dehui,44.5323,125.6965,China,839786
Naucalpan de Juarez,19.4753,-99.2378,Mexico,833779
Bhubaneshwar,20.2644,85.8281,India,837737
Tongchuan,34.9057,108.9422,China,835600
Cheongju,36.6372,127.4897,South Korea,833276
Warri,5.5167,5.75,Nigeria,830106
Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville),829134
Rongjiawan,29.3801,113.1,China,826000
San Luis Potosi,22.1511,-100.9761,Mexico,824229
Butterworth,5.3942,100.3664,Malaysia,821652
Bhayandar,19.3,72.85,India,814655
Renqiu,38.7094,116.1008,China,822455
Toluca,19.2925,-99.6569,Mexico,819561
Honolulu,21.3294,-157.846,United States,820987
Queretaro,20.5875,-100.3928,Mexico,804663
Xindi,29.8182,113.4653,China,819446
Wu'an,36.6941,114.1847,China,819000
Sao Bernardo do Campo,-23.6939,-46.565,Brazil,816925
Hermosillo,29.0989,-110.9542,Mexico,812229
Wutong,30.6326,120.5474,China,815848
Taguig City,14.5167,121.05,Philippines,804915
Saltillo,25.4333,-101,Mexico,807537
Gaoyou,32.7847,119.4432,China,811800
Hejian,38.4451,116.0897,China,810306
Yiyang,26.4103,112.3913,China,810447
Puxi,35.2125,114.735,China,809535
Zijinglu,34.7513,112.9854,China,807857
Xiashi,30.5333,120.6833,China,806966
Trabzon,41.005,39.7225,Turkey,807903
Joao Pessoa,-7.0833,-34.8333,Brazil,801718
Dongyang,29.2785,120.2282,China,804398
McAllen,26.2273,-98.2471,United States,804114
Valencia,39.4667,-0.375,Spain,794288
Qingping,34.538,113.3796,China,797200
Niigata,37.9161,139.0364,Japan,796500
Hamamatsu,34.7167,137.7333,Japan,791770
Morelia,19.7683,-101.1894,Mexico,784776
Pasig City,14.575,121.0833,Philippines,755300
Moradabad,28.8418,78.7568,India,787000
Culiacan,24.8069,-107.3939,Mexico,785800
Xiangxiang,27.7389,112.5223,China,787216
Malang,-7.98,112.62,Indonesia,780000
Xingyi,25.091,104.9011,China,783120
Chaohucun,31.6783,117.7353,China,782000
Fuyang,30.0533,119.9519,China,771000
Antipolo,14.5842,121.1763,Philippines,776386
Nottingham,52.95,-1.15,United Kingdom,768638
Cencheng,22.9297,111.0186,China,772113
Krakow,50.0614,19.9372,Poland,766739
Hempstead,40.6629,-73.6089,United States,768057
Erzurum,39.9097,41.2756,Turkey,767848
Al `Ayn,24.2075,55.7447,United Arab Emirates,766936
Songzi,30.1772,111.7732,China,765911
Laixi,36.8667,120.5333,China,762900
Zhongba,31.7761,104.7406,China,762140
Qingnian,36.8494,115.7061,China,760781
Albuquerque,35.1053,-106.6464,United States,761195
Kaduna,10.5231,7.4403,Nigeria,760084
Tlalnepantla,19.5367,-99.1947,Mexico,750224
Xinhualu,34.3962,113.7249,China,758079
Guangshui,31.6189,113.8229,China,755910
Frankfurt,50.1136,8.6797,Germany,753056
Samarinda,-0.5022,117.1536,Indonesia,753370
Changhua,24.0667,120.5333,Taiwan,750000
Pietermaritzburg,-29.5833,30.4167,South Africa,750845
Hungnam,39.8231,127.6232,North Korea,751322
Kolhapur,16.7,74.2333,India,750000
Ciudad Guayana,8.3596,-62.6517,Venezuela,751331
Cucuta,7.9075,-72.5047,Colombia,750000
Licheng,31.4174,119.4786,China,749522
Thiruvananthapuram,8.5,76.8997,India,743691
Tyumen',57.15,65.5333,Russia,744554
San Cristobal,7.7682,-72.2322,Venezuela,743924
Zaporizhzhia,47.8378,35.1383,Ukraine,741717
Cancun,21.1606,-86.8475,Mexico,743626
Kumamoto,32.8031,130.7078,Japan,739393
Chengguan,35.4599,113.7975,China,740435
Nehe,48.48,124.8738,China,740000
Sokoto,13.0622,5.2339,Nigeria,732178
Birmingham,33.5277,-86.7987,United States,739573
Zunhua,40.1881,117.9593,China,737011
Orumiyeh,37.55,45.1,Iran,736224
Oyo,7.8333,3.9333,Nigeria,736072
Wugang,26.7345,110.6293,China,734870
Shuangqiao,35.0833,112.5833,China,733000
Rennes,48.1147,-1.6794,France,727357
Sizhan,39.0099,106.3694,China,730400
Langzhong,31.5833,105.972,China,728935
Bristol,51.45,-2.5833,United Kingdom,724000
Qian'an,40.0059,118.6973,China,728160
Lviv,49.8419,24.0315,Ukraine,724314
Zouping,36.8625,117.7424,China,726722
Bremen,53.1153,8.7975,Germany,724909
Reynosa,26.0922,-98.2778,Mexico,725793
An Najaf,32.029,44.3396,Iraq,724700
Sagamihara,35.5667,139.3667,Japan,722828
Guli,28.9008,120.0284,China,723490
Sarasota,27.3386,-82.5431,United States,722243
Okayama,34.65,133.9167,Japan,720865
Mississauga,43.6,-79.65,Canada,721599
Lingbao Chengguanzhen,34.5221,110.8786,China,721049
Anlu,31.2575,113.6783,China,720000
Wusong,30.9333,117.7667,China,720000
Dayton,39.7797,-84.1998,United States,718353
Enugu,6.4403,7.4942,Nigeria,715774
George Town,5.4145,100.3292,Malaysia,708127
Jaboatao,-8.1803,-35.0014,Brazil,702621
Santo Andre,-23.6572,-46.5333,Brazil,710210
Xichang,27.8983,102.2706,China,712434
Soledad,10.92,-74.77,Colombia,698852
Chengxiang,31.4515,121.1043,China,709500
Tol'yatti,53.5167,49.4167,Russia,707408
Saharanpur,29.964,77.546,India,705478
Warangal,17.9756,79.6011,India,704570
Osasco,-23.5328,-46.7919,Brazil,694844
Dashiqiao,40.6328,122.5021,China,704891
Latakia,35.5236,35.7917,Syria,700000
Rochester,43.168,-77.6162,United States,703952
Fresno,36.7831,-119.7941,United States,703498
Banjarmasin,-3.3333,114.5833,Indonesia,692793
Salem,11.65,78.1667,India,693236
Changsha,22.3762,112.6877,China,699242
Grenoble,45.1715,5.7224,France,687985
Shishi,24.7355,118.6434,China,693000
Guadalupe,25.6775,-100.2597,Mexico,691931
Aracaju,-10.9111,-37.0717,Brazil,685356
Bauchi,10.3158,9.8442,Nigeria,693700
Hamilton,43.2567,-79.8692,Canada,693645
Lodz,51.7769,19.4547,Poland,690422
Miluo Chengguanzhen,28.8049,113.0745,China,692080
Gaizhou,40.4019,122.3499,China,691595
Shizuoka,34.9756,138.3825,Japan,691185
Malegaon,20.55,74.55,India,690844
Karbala',32.6167,44.0333,Iraq,690100
Leling,37.7333,117.2167,China,689867
Sao Jose dos Campos,-23.1789,-45.8869,Brazil,688597
Jianshe,34.2189,113.7693,China,687130
Acapulco de Juarez,16.8636,-99.8825,Mexico,687608
Sheffield,53.3833,-1.4667,United Kingdom,685368
Jingcheng,32.0058,120.2547,China,684360
City of Paranaque,14.4667,121.0167,Philippines,665822
Kochi,9.9667,76.2833,India,677381
Allentown,40.5961,-75.4756,United States,683794
Bahawalpur,29.3956,71.6722,Pakistan,681696
Tasikmalaya,-7.3333,108.2,Indonesia,678027
Macau,22.203,113.545,Macau,568700
Torreon,25.5394,-103.4486,Mexico,679288
Xinmin,41.9952,122.8224,China,680000
Shanhu,29.5908,120.8176,China,679762
Zhongshu,27.8116,106.4133,China,679624
Xigaze,29.2649,88.8799,China,679771
Gold Coast,-28.0167,153.4,Australia,679127
Palermo,38.1157,13.3613,Italy,674435
Cagayan de Oro,8.4833,124.65,Philippines,675950
Gorakhpur,26.7611,83.3667,India,673446
Pinghu,30.7005,121.0104,China,671834
Guankou,30.9933,103.624,China,671200
Tulsa,36.1284,-95.9042,United States,671033
